"","Symbol_Mouse","Symbol_Rat"
"9676","Pax3","Pax3"
"9677","Pcsk4","Pcsk4"
"9678","Ptp4a3","Ptp4a3"
"9679","Ccl6","Ccl6"
"9680","Slk","Slk"
"9681","Syt2","Syt2"
"9682","Tnfaip1","Tnfaip1"
"9683","Traf2","Traf2"
"9684","Tspyl1","Tspyl1"
"9685","Ucp1","Ucp1"
"9686","Wnt10a","Wnt10a"
"9687","Wnt2b","Wnt2b"
"9688","Wnt3","Wnt3"
"9689","Wnt3a","Wnt3a"
"9690","Wnt4","Wnt4"
"9691","Wnt5b","Wnt5b"
"9692","Wnt7b","Wnt7b"
"9693","Atrn","Atrn"
"9694","Cacna1g","Cacna1g"
"9695","Ccr9","Ccr9"
"9696","Col11a2","Col11a2"
"9697","Cpt1b","Cpt1b"
"9698","Dlx1","Dlx1"
"9699","Dmwd","Dmwd"
"9700","Dpp6","Dpp6"
"9701","Drd2","Drd2"
"9702","Fgfr2","Fgfr2"
"9703","Il4i1","Il4i1"
"9704","Il4i1b","Il4i1"
"9705","Fkbp7","Fkbp7"
"9706","Gabrg1","Gabrg1"
"9707","Gnaz","Gnaz"
"9708","Gng3","Gng3"
"9709","Ihh","Ihh"
"9710","Kif13a","Kif13a"
"9711","Nkx2-6","Nkx2-6"
"9712","Olfr56","Olr1386"
"9713","Oprl1","Oprl1"
"9714","Hspa4l","Hspa4l"
"9715","Pdcd6ip","Pdcd6ip"
"9716","Ptcra","Ptcra"
"9717","Rab19","Rab19"
"9718","Itsn2","Itsn2"
"9719","Cyfip1","Cyfip1"
"9720","Slc22a3","Slc22a3"
"9721","Sox6","Sox6"
"9722","Serpinb6b","Serpinb6b"
"9723","Lin7b","Lin7b"
"9724","Lin7c","Lin7c"
"9725","Vill","Vill"
"9726","Baz1b","Baz1b"
"9727","Ikzf2","Ikzf2"
"9728","Fiz1","Fiz1"
"9729","Fyb","Fyb1"
"9730","Mmp17","Mmp17"
"9731","Tenm2","Tenm2"
"9732","Tenm3","Tenm3"
"9733","Pacsin1","Pacsin1"
"9734","Avpr1b","Avpr1b"
"9735","Avpr1b","LOC100909648"
"9736","Plod2","Plod2"
"9737","Sema4g","Sema4g"
"9738","Slc7a11","Slc7a11"
"9739","Cops7a","Cops7a"
"9740","Acot1","Acot1"
"9741","Ern2","Ern2"
"9742","Trpc7","Trpc7"
"9743","Atp1b4","Atp1b4"
"9744","Ap3m1","Ap3m1"
"9745","Angptl2","Angptl2"
"9746","Bace2","Bace2"
"9747","Chrm5","Chrm5"
"9748","Gca","Gca"
"9749","Rhoq","Rhoq"
"9750","Hey2","Hey2"
"9751","Itgb1bp2","Itgb1bp2"
"9752","Morf4l2","Morf4l2"
"9753","Adgrl2","Adgrl2"
"9754","Tspan15","Tspan15"
"9755","Serpinb13","Serpinb13"
"9756","Fscn2","Fscn2"
"9757","Ssbp2","Ssbp2"
"9758","Ywhag","Ywhag"
"9759","Gls","Gls"
"9760","Mylpf","Mylpf"
"9761","Scn5a","Scn5a"
"9762","Stk39","Stk39"
"9763","Dnajc15","Dnajc15"
"9764","Tbk1","Tbk1"
"9765","Purg","Purg"
"9766","Dpp7","Dpp7"
"9767","Cyth4","Cyth4"
"9768","Prickle4","Prickle4"
"9769","Fads1","Fads1"
"9770","Tonsl","Tonsl"
"9771","Add1","Add1"
"9772","Anxa11","Anxa11"
"9773","Dsc1","Dsc1"
"9774","Ldhc","Ldhc"
"9775","Srr","Srr"
"9776","Mmel1","Mmel1"
"9777","Ermap","Ermap"
"9778","Abca7","Abca7"
"9779","Abcf3","Abcf3"
"9780","Ndrg2","Ndrg2"
"9781","Mapk8ip3","Mapk8ip3"
"9782","Gabrp","Gabrp"
"9783","Impa2","Impa2"
"9785","Adamts7","Adamts7"
"9786","Aipl1","Aipl1"
"9787","Mtch1","Mtch1"
"9788","Zfp318","Zfp318"
"9789","Clec4e","Clec4e"
"9790","Repin1","Repin1"
"9791","Kcnv1","Kcnv1"
"9792","Pkd2l2","Pkd2l2"
"9793","Rab30","Rab30"
"9794","Rps6ka6","Rps6ka6"
"9795","Tmod2","Tmod2"
"9796","Trpm5","Trpm5"
"9797","Lmcd1","Lmcd1"
"9798","Kcnip1","Kcnip1"
"9799","Ehd2","Ehd2"
"9800","Nphs2","Nphs2"
"9801","Arhgef10","Arhgef10"
"9802","Ppm1f","Ppm1f"
"9803","Pum1","Pum1"
"9804","Acap1","Acap1"
"9805","Clstn3","Clstn3"
"9806","Stard8","Stard8"
"9807","Kmt2b","Kmt2b"
"9808","Rassf2","Rassf2"
"9809","Cep170","Cep170"
"9810","Ppm1e","Ppm1e"
"9811","Mlxip","Mlxip"
"9812","Acin1","Acin1"
"9813","Wdfy3","Wdfy3"
"9814","Xpo7","Xpo7"
"9815","Pdxdc1","Pdxdc1"
"9816","Gga2","Gga2"
"9817","Trak2","Trak2"
"9818","Cdk19","Cdk19"
"9819","Colgalt2","Colgalt2"
"9820","Plxnd1","Plxnd1"
"9821","Dcun1d4","Dcun1d4"
"9823","Slc35d1","Slc35d1"
"9824","Rhobtb2","Rhobtb2"
"9826","Plcb1","Plcb1"
"9827","Pds5a","Pds5a"
"9828","Adgrl3","Adgrl3"
"9829","Ehbp1","Ehbp1"
"9830","Trim2","Trim2"
"9831","Tafa5","Tafa5"
"9832","Abhd14a","Abhd14a"
"9833","Rchy1","Rchy1"
"9834","Nsl1","LOC679582"
"9835","Nsl1","Nsl1"
"9836","Rwdd3","Rwdd3"
"9837","Necap1","Necap1"
"9838","Moxd1","Moxd1"
"9839","Dnm3","Dnm3"
"9840","Auts2","Auts2"
"9841","Abhd12","Abhd12"
"9842","Traf3ip1","Traf3ip1"
"9843","Fgd3","Fgd3"
"9844","Krt76","Krt76"
"9845","Azin1","Azin1"
"9846","Pi15","Pi15"
"9847","Nudt13","Nudt13"
"9848","Snx7","Snx7"
"9849","Ybx2","Ybx2"
"9850","Sidt2","Sidt2"
"9851","Pkd2l1","Pkd2l1"
"9852","Hspb11","Hspb11"
"9853","Shank1","Shank1"
"9854","Mtmr2","Mtmr2"
"9855","Ing4","Ing4"
"9856","Pias1","Pias1"
"9857","Cercam","Cercam"
"9858","Trpc4","Trpc4"
"9859","Dcxr","Dcxr"
"9860","Bin2","Bin2"
"9861","Rapgef6","Rapgef6"
"9862","Cenpf","Cenpf"
"9863","Mpp6","Mpp6"
"9864","Paip2","Paip2"
"9865","Gmpr2","Gmpr2"
"9866","Hnrnpu","Hnrnpu"
"9867","Hnrnpa2b1","Hnrnpa2b1"
"9868","Gipc2","Gipc2"
"9869","Rab25","Rab25"
"9870","Cdon","Cdon"
"9871","Itgb1","Itgb1"
"9872","Ptk2b","Ptk2b"
"9873","Fzd3","Fzd3"
"9874","Prkag3","Prkag3"
"9875","Slco1c1","Slco1c1"
"9876","Septin1","Septin1"
"9877","Rbm24","Rbm24"
"9878","Myh2","Myh2"
"9879","Stab2","Stab2"
"9880","Smg6","Smg6"
"9881","Cnnm3","Cnnm3"
"9883","Tent5a","Tent5a"
"9884","Trpm4","Trpm4"
"9885","Klhl28","Klhl28"
"9886","Cc2d1a","Cc2d1a"
"9887","Elovl2","Elovl2"
"9888","Tbc1d22b","Tbc1d22b"
"9889","Sema4c","Sema4c"
"9890","Rpp25","Rpp25"
"9892","9930104L06Rik","RGD1560436"
"9893","Mcub","Mcub"
"9894","Dennd4c","Dennd4c"
"9895","Fkbp14","Fkbp14"
"9896","Cadps2","Cadps2"
"9897","Susd4","Susd4"
"9898","Rufy2","LOC100910755"
"9899","Rufy2","Rufy2"
"9900","Dync2i1","Dync2i1"
"9901","Xkr8","Xkr8"
"9902","Tmem39b","Tmem39b"
"9903","Crtac1","Crtac1"
"9904","Piwil2","Piwil2"
"9905","Cdca8","Cdca8"
"9906","Zfp334","Zfp334"
"9907","Slf2","Slf2"
"9908","Ric8b","Ric8b"
"9909","Golph3l","Golph3l"
"9910","Wdr41","Wdr41"
"9911","Echdc2","Echdc2"
"9912","Arhgap12","Arhgap12"
"9913","Lrrc36","Lrrc36"
"9914","Ap5s1","Ap5s1"
"9915","Txlng","Txlng"
"9916","Csgalnact1","Csgalnact1"
"9917","Mbnl3","Mbnl3"
"9918","Echdc1","Echdc1"
"9919","Csgalnact2","Csgalnact2"
"9920","Dnaja4","Dnaja4"
"9921","Hes6","Hes6"
"9922","Kcnj16","Kcnj16"
"9923","Lancl2","Lancl2"
"9924","Pip4p2","Pip4p2"
"9925","Igtp","Igtp"
"9926","Syt11","Syt11"
"9927","Abhd2","Abhd2"
"9928","Baiap2l1","Baiap2l1"
"9929","Klhl9","Klhl9"
"9930","Brwd1","Brwd1"
"9931","Slc38a2","Slc38a2"
"9932","Nlgn3","Nlgn3"
"9933","Tnrc6c","Tnrc6c"
"9934","Adamtsl4","Adamtsl4"
"9935","Cdh22","Cdh22"
"9936","Adcy4","Adcy4"
"9937","Rgs8","Rgs8"
"9938","Grk4","Grk4"
"9939","Ptbp2","Ptbp2"
"9940","Espn","Espn"
"9941","Hnrnph2","Hnrnph2"
"9942","Ikbke","Ikbke"
"9943","Cyp26b1","Cyp26b1"
"9944","Tlx3","Tlx3"
"9945","Pmfbp1","Pmfbp1"
"9946","Dnajb8","Dnajb8"
"9947","Mbnl1","Mbnl1"
"9948","Magea1","Magea8"
"9949","Magea2","Magea8"
"9950","Magea3","Magea8"
"9951","Magea5","Magea8"
"9952","Magea6","Magea8"
"9953","Magea8","Magea8"
"9954","Tmem9b","Tmem9b"
"9955","Myl1","Myl1"
"9956","Map3k7cl","Map3k7cl"
"9957","Pak6","Pak6"
"9958","Car10","Car10"
"9960","Cdc42se1","Cdc42se1"
"9961","Kif15","Kif15"
"9962","Plscr4","Plscr4"
"9963","Plscr3","Plscr3"
"9964","Ano2","Ano2"
"9965","Atp8b2","Atp8b2"
"9966","Ndrg4","Ndrg4"
"9967","Fhl5","Fhl5"
"9968","Tas2r137","Tas2r137"
"9969","Retnla","Retnla"
"9970","Pcbp3","Pcbp3"
"9971","Olfr17","Olr231"
"9972","Peli1","Peli1"
"9973","Zfp287","Zfp287"
"9974","Abhd6","Abhd6"
"9976","Nceh1","Nceh1"
"9977","Stambpl1","Stambpl1"
"9978","Als2","Als2"
"9979","Cpne5","Cpne5"
"9980","Slc46a2","Slc46a2"
"9981","Zfp661","LOC100909998"
"9982","Slc5a6","Slc5a6"
"9983","Cdh19","Cdh19"
"9984","Rbak","Rbak"
"9985","Myl7","Myl7"
"9986","Arhgap22","Arhgap22"
"9987","Mpp4","Mpp4"
"9988","Pard6b","Pard6b"
"9989","Rab37","Rab37"
"9990","Myoz1","Myoz1"
"9991","Enpp5","Enpp5"
"9992","Klhl12","Klhl12"
"9993","Rgs19","Rgs19"
"9994","Nr1d1","Nr1d1"
"9995","Ccdc90b","Ccdc90b"
"9996","Ric8a","Ric8a"
"9998","Slc4a10","Slc4a10"
"9999","Zfp667","Zfp667"
"10000","Prss22","Prss22"
"10001","Mmp27","Mmp27"
"10002","Npffr1","Npffr1"
"10003","Xylt2","Xylt2"
"10004","Spata1","Spata1"
"10005","Dpep3","Dpep3"
"10006","Tor3a","Tor3a"
"10007","Rnf187","Rnf187"
"10008","Abcg8","Abcg8"
"10009","Ikzf5","Ikzf5"
"10010","Pcnx4","Pcnx4"
"10011","Aldh8a1","Aldh8a1"
"10012","Spef2","Spef2"
"10014","Nucks1","LOC102546716"
"10015","Nucks1","Nucks1"
"10016","Ccdc136","Ccdc136"
"10017","Fam160b2","Fhip2b"
"10018","Aen","Aen"
"10019","Rbm15","Rbm15"
"10020","Lmf1","Lmf1"
"10021","Osbpl11","Osbpl11"
"10022","Svep1","Svep1"
"10023","Papola","Papola"
"10024","Acd","Acd"
"10025","Pdzd2","Pdzd2"
"10026","Sfxn3","Sfxn3"
"10027","Upf3a","Upf3a"
"10028","Pcdh15","Pcdh15"
"10029","Eef1d","Eef1d"
"10030","Myl12b","Myl12b"
"10031","Hacd2","Hacd2"
"10032","Ssbp3","Ssbp3"
"10033","Slco1a6","Slco1a6"
"10034","Rab3c","Rab3c"
"10036","Pcyox1l","Pcyox1l"
"10037","Yipf2","Yipf2"
"10038","Trpm8","Trpm8"
"10039","Zfp426","Zfp426"
"10040","Gdpd3","Gdpd3"
"10041","Sh3bp5","Sh3bp5"
"10042","Lrrc2","Lrrc2"
"10044","Zfp329","Zfp329"
"10045","Zfp322a","Zfp322a"
"10046","Zc2hc1c","Zc2hc1c"
"10047","Lrrk1","Lrrk1"
"10048","Colgalt1","Colgalt1"
"10049","Kctd17","Kctd17"
"10050","Dipk2b","Dipk2b"
"10051","Elmo3","Elmo3"
"10052","Zfhx4","Zfhx4"
"10053","Myh14","Myh14"
"10054","Pip4k2c","Pip4k2c"
"10055","Zbtb3","Zbtb3"
"10056","Cspp1","Cspp1"
"10057","Tubal3","Tubal3"
"10058","Rabep2","Rabep2"
"10059","Zfp672","Zfp672"
"10060","Synpo2l","Synpo2l"
"10061","Atf7ip2","Atf7ip2"
"10062","Gm50496","Atf7ip2"
"10063","Zfp606","Zfp606"
"10064","Fras1","Fras1"
"10065","Acsf2","Acsf2"
"10066","Tars2","Tars2"
"10067","Rufy1","Rufy1"
"10068","Prex2","Prex2"
"10069","Kcnip4","Kcnip4"
"10070","Btbd1","Btbd1"
"10071","Slc19a3","Slc19a3"
"10072","Tsga10","Tsga10"
"10073","Cenpp","Cenpp"
"10074","Chmp4c","Chmp4c"
"10075","Cyb5b","Cyb5b"
"10076","Tnfaip8l1","Tnfaip8l1"
"10077","Nepn","Nepn"
"10078","Snx31","Snx31"
"10079","Kcng4","Kcng4"
"10080","4933417A18Rik","RGD1307537"
"10081","Dram2","Dram2"
"10082","Dock7","Dock7"
"10083","Dedd2","Dedd2"
"10084","Klhl13","Klhl13"
"10085","Dgat2","Dgat2"
"10087","Retreg3","Retreg3"
"10088","Ubxn2b","Ubxn2b"
"10089","Serpina12","Serpina12"
"10090","Tspan11","Tspan11"
"10091","Fbxw9","Fbxw9"
"10092","Arl8a","Arl8a"
"10093","Lyzl4","Lyzl4"
"10094","Khnyn","Khnyn"
"10095","Degs2","Degs2"
"10096","Sdr9c7","Sdr9c7"
"10098","Serpinb12","Serpinb12"
"10099","Ppm1j","Ppm1j"
"10100","Serpina9","Serpina9"
"10101","Cers5","Cers5"
"10102","Sgo1","Sgo1"
"10103","Arhgap8","Arhgap8"
"10104","Actrt2","Actrt2"
"10105","Actrt1","Actrt1"
"10106","Ankrd42","Ankrd42"
"10107","Sdr42e1","Sdr42e1"
"10108","Slc7a13","Slc7a13"
"10109","Mtmr3","Mtmr3"
"10110","Sema3d","Sema3d"
"10111","Smchd1","Smchd1"
"10112","Lrriq3","Lrriq3"
"10113","Tmc1","Tmc1"
"10114","Elovl7","Elovl7"
"10115","Cfap126","Cfap126"
"10116","Vmp1","Vmp1"
"10117","Dnajc18","Dnajc18"
"10118","Zfp449","Zfp449"
"10119","N4bp1","N4bp1"
"10120","Acap3","Acap3"
"10121","Kcnip2","LOC100911951"
"10122","Olfr78","Olr59"
"10123","Fam83d","Fam83d"
"10124","Tspan14","Tspan14"
"10125","Fthl17b","LOC691895"
"10126","Fthl17c","LOC691895"
"10127","Fthl17d","LOC691895"
"10128","Fthl17e","LOC691895"
"10129","Fthl17f","LOC691895"
"10130","Fthl17-ps1","LOC691895"
"10131","Rnf17","Rnf17"
"10132","Slc4a9","Slc4a9"
"10133","Zfp275","Zfp275"
"10134","Hmcn1","Hmcn1"
"10135","Agap3","Agap3"
"10136","Prss27","Prss27"
"10137","Snx25","Snx25"
"10138","Hdac10","Hdac10"
"10139","Naa38","Naa38"
"10140","Slx4","Slx4"
"10141","Megf10","Megf10"
"10142","Kif2b","Kif2b"
"10143","Mypn","Mypn"
"10144","Hes7","Hes7"
"10145","Klhl22","Klhl22"
"10146","Rab2b","Rab2b"
"10147","Slc45a3","Slc45a3"
"10148","Ankrd13a","Ankrd13a"
"10149","Plcz1","Plcz1"
"10150","Trim15","Trim15"
"10151","Acp7","Acp7"
"10152","Tspan18","Tspan18"
"10153","Prmt3","Prmt3"
"10154","Gnat3","Gnat3"
"10155","Slc25a43","Slc25a43"
"10156","Capza1","Capza1"
"10157","Slc35b2","Slc35b2"
"10158","Harbi1","Harbi1"
"10159","Hmx2","Hmx2"
"10160","Pik3r4","Pik3r4"
"10161","Sec14l3","Sec14l3"
"10162","Micall1","Micall1"
"10163","Cntnap4","Cntnap4"
"10164","Disp2","Disp2"
"10165","Slc38a5","Slc38a5"
"10166","Spred2","Spred2"
"10167","Spred1","Spred1"
"10168","Lmx1a","Lmx1a"
"10169","Tent5b","Tent5b"
"10170","Acsm1","Acsm1"
"10171","Commd7","Commd7"
"10172","Rtn3","Rtn3"
"10173","Taar1","Taar1"
"10174","Gtf2ird2","Gtf2ird2"
"10175","Vit","Vit"
"10176","Clasp2","Clasp2"
"10177","Nfasc","Nfasc"
"10178","Mrgprb1","Mrgprx2"
"10179","Mrgprx2","Mrgprx2"
"10180","B3gnt5","B3gnt5"
"10181","Oxr1","Oxr1"
"10182","Tppp2","Tppp2"
"10183","Svil","Svil"
"10184","Trak1","Trak1"
"10186","Saxo2","Saxo2"
"10188","Uprt","Uprt"
"10189","Cd109","Cd109"
"10190","Ttc39b","Ttc39b"
"10191","Calhm6","Calhm6"
"10192","Med13l","Med13l"
"10193","Tor2a","Tor2a"
"10194","Plppr5","Plppr5"
"10195","Kdm7a","Kdm7a"
"10196","Nim1k","Nim1k"
"10197","Spsb4","Spsb4"
"10198","Pnpla1","Pnpla1"
"10199","Mvb12b","Mvb12b"
"10200","Tmtc2","Tmtc2"
"10201","Heatr5b","Heatr5b"
"10202","Srsf4","Srsf4"
"10203","Ganc","Ganc"
"10204","Rab26","Rab26"
"10205","Acot2","Acot2"
"10206","Disp3","Disp3"
"10207","Tekt4","Tekt4"
"10208","Paip2b","Paip2b"
"10209","Dnah10","Dnah10"
"10210","Caskin1","Caskin1"
"10211","Krt72","Krt72"
"10212","Tmc2","Tmc2"
"10213","Oxgr1","Oxgr1"
"10214","Lrrc74b","Lrrc74b"
"10215","Cpne4","Cpne4"
"10216","Dhrs9","Dhrs9"
"10217","Lrrc15","Lrrc15"
"10218","Otop3","Otop3"
"10219","Ubr2","Ubr2"
"10220","Kcnq2","Kcnq2"
"10221","Nsd2","Nsd2"
"10222","Iqgap3","Iqgap3"
"10223","Zkscan16","Zfp483"
"10224","Kcnv2","Kcnv2"
"10225","Rhov","Rhov"
"10226","Klk10","Klk10"
"10227","Abhd17c","Abhd17c"
"10228","Ehd4","Ehd4"
"10229","Magi3","Magi3"
"10230","Slc15a4","Slc15a4"
"10231","Tasor2","Tasor2"
"10232","Carns1","Carns1"
"10233","Cacna2d4","Cacna2d4"
"10234","Tent5d","Tent5d"
"10235","Shroom4","Shroom4"
"10236","Dop1a","Dop1a"
"10237","Apobr","Apobr"
"10238","Josd2","Josd2"
"10239","Scrn2","Scrn2"
"10240","Shkbp1","Shkbp1"
"10241","Hnrnpll","Hnrnpll"
"10242","Tmem44","Tmem44"
"10243","Smim19","Smim19"
"10244","Unc13d","Unc13d"
"10245","Gabrr3","Gabrr3"
"10246","Dner","Dner"
"10247","Acvr1c","Acvr1c"
"10248","Sgcz","Sgcz"
"10249","Fgd4","Fgd4"
"10250","Lhfpl3","Lhfpl3"
"10251","Nfxl1","Nfxl1"
"10252","Eml5","Eml5"
"10253","Ccdc153","Ccdc153"
"10255","Pex1","Pex1"
"10256","Rnf126","Rnf126"
"10257","Capn13","Capn13"
"10258","Coq10a","Coq10a"
"10259","Sclt1","Sclt1"
"10260","Septin10","Septin10"
"10261","Marveld2","Marveld2"
"10262","Sgms1","Sgms1"
"10263","Taok1","Taok1"
"10264","Eml3","Eml3"
"10265","Klk11","Klk11"
"10266","Frem1","Frem1"
"10267","Vwa3b","Vwa3b"
"10268","Cfap53","Cfap53"
"10269","Fbxl13","Fbxl13"
"10270","Peli3","Peli3"
"10271","Slc25a48","Slc25a48"
"10272","Wdr90","Wdr90"
"10273","Sft2d2","Sft2d2"
"10274","Fam76a","Fam76a"
"10275","Ncmap","Ncmap"
"10276","Rnf223","Rnf223"
"10277","Klhl17","Klhl17"
"10278","Ppp1r42","Ppp1r42"
"10279","Traf5","Traf5"
"10280","Zfp612","Zfp612"
"10281","Rell1","Rell1"
"10283","Kcnj14","Kcnj14"
"10284","Tifab","Tifab"
"10286","Rnf144b","Rnf144b"
"10287","Slc26a8","Slc26a8"
"10288","Zfp553","Zfp771"
"10289","Olfr1113","Olr555"
"10290","Olfr1115","Olr555"
"10291","Olfr745","Olr1621"
"10292","Olfr827","Olr1072"
"10293","Olfr1145","Olr592"
"10294","Olfr958","Olr1306"
"10295","Olfr633","Olr135"
"10296","Olfr574","Or51t1"
"10297","Olfr361","Olr424"
"10298","Olfr593","Olr84"
"10299","Olfr1512","Olr1640"
"10300","Olfr937","LOC100909862"
"10301","Olfr937","LOC100910467"
"10302","Olfr937","LOC100910595"
"10303","Olfr937","Olr1278"
"10304","Olfr1231","Olr694"
"10305","Olfr183","Olr1553"
"10306","Olfr183","Olr1555"
"10307","Olfr183","Olr1557"
"10308","Olfr96","Olr1743"
"10309","Olfr523","Olr287"
"10310","Olfr777","Olr920"
"10311","Olfr777","Olr996"
"10312","Olfr800","Olr920"
"10313","Olfr800","Olr996"
"10314","Olfr1018","Olr461"
"10315","Olfr710","Olr222"
"10316","Olfr308","LOC100909966"
"10317","Olfr308","Olr13"
"10318","Olfr1153","LOC100911380"
"10319","Olfr1153","Olr598"
"10320","Olfr13","Olr818"
"10321","Olfr599","Olr91"
"10322","Olfr477","Olr242"
"10323","Olfr507","Olr272"
"10324","Olfr1106","Olr539"
"10326","Olfr821","LOC100910928"
"10327","Olfr821","Olr1064"
"10328","Olfr922","LOC100910077"
"10329","Olfr922","LOC100910378"
"10330","Olfr922","Olr1264"
"10331","Olfr907","Olr1243"
"10332","Olfr975","Olr1330"
"10333","Olfr1339","LOC100910682"
"10334","Olfr1339","Olr859"
"10335","Olfr1341","LOC100912491"
"10336","Olfr1341","Olr858"
"10337","Olfr770","Olr881"
"10338","Olfr1302","Olr773"
"10339","Olfr1219","Olr674"
"10340","Olfr1193","Olr649"
"10341","Olfr807","Olr1051"
"10342","Olfr807","Olr937"
"10344","Olfr1226","Olr687"
"10345","Olfr1242","Olr705"
"10346","Olfr1243","Olr684"
"10347","Olfr399","Olr1509"
"10348","Olfr1056","LOC100909900"
"10349","Olfr1056","Olr493"
"10350","Mief2","Mief2"
"10351","Slc8a2","Slc8a2"
"10352","Large2","Large2"
"10353","Ankrd13b","Ankrd13b"
"10354","Kansl1l","Kansl1l"
"10355","Fam227b","Fam227b"
"10356","Ms4a15","Ms4a15"
"10357","Cpne2","Cpne2"
"10358","Bend6","Bend6"
"10359","Sdk1","Sdk1"
"10360","Elapor2","Elapor2"
"10361","Tmem196","Tmem196"
"10362","Zfp3","Zfp3"
"10363","Tmem52b","Tmem52b"
"10364","Slc16a11","Slc16a11"
"10365","Prss42","Prss42"
"10366","Cep120","Cep120"
"10367","Lrrc34","Lrrc34"
"10369","Tbc1d24","Tbc1d24"
"10370","Fam149a","Fam149a"
"10371","Lpcat4","Lpcat4"
"10372","Ankrd44","Ankrd44"
"10373","Saxo1","Saxo1"
"10374","Tecrl","Tecrl"
"10375","Slc38a6","Slc38a6"
"10376","Ankrd13d","Ankrd13d"
"10377","Tmtc3","Tmtc3"
"10378","Kdm4b","Kdm4b"
"10379","Slc6a17","Slc6a17"
"10380","Kdm4a","Kdm4a"
"10381","Dtx4","Dtx4"
"10382","Zbtb41","Zbtb41"
"10383","Serinc2","Serinc2"
"10384","Fgd5","Fgd5"
"10385","Kctd13","Kctd13"
"10386","Otop2","Otop2"
"10387","Zfp647","LOC102555083"
"10388","Zfp647","Zfp647"
"10389","Ccdc142","Ccdc142"
"10390","Klhl31","Klhl31"
"10391","Mgat5b","Mgat5b"
"10392","Arhgap39","Arhgap39"
"10393","Nfatc3","Nfatc3"
"10394","Tph2","Tph2"
"10395","Zfp445","Zfp445"
"10396","Nhsl1","Nhsl1"
"10397","Wdr88","Wdr88"
"10398","Cnbd1","Cnbd1"
"10399","Trim65","Trim65"
"10400","Klhl35","Klhl35"
"10401","Slc25a41","Slc25a41"
"10402","Atp11c","Atp11c"
"10403","Hmgcll1","Hmgcll1"
"10404","Pdzd9","Pdzd9"
"10406","Taar6","Taar6"
"10407","Krt73","Krt73"
"10408","Ankrd46","Ankrd46"
"10409","Erich3","Erich3"
"10410","Chchd10","Chchd10"
"10411","Ano6","Ano6"
"10412","Ccdc40","Ccdc40"
"10414","Agrn","Agrn"
"10415","Odf3l1","Odf3l1"
"10416","Ccdc125","Ccdc125"
"10417","Cep295","Cep295"
"10418","Ccdc171","Ccdc171"
"10419","P4ha3","P4ha3"
"10421","Tmem215","Tmem215"
"10422","Sh3pxd2b","Sh3pxd2b"
"10423","Ppfia2","Ppfia2"
"10424","Cdnf","Cdnf"
"10425","Tgm6","Tgm6"
"10426","B4galnt4","B4galnt4"
"10427","Edrf1","Edrf1"
"10428","Abca13","Abca13"
"10429","Myo1g","Myo1g"
"10430","Mss51","Mss51"
"10431","Crip3","Crip3"
"10432","Olfr1095","Olr516"
"10433","Olfr141","Olr516"
"10434","Trim66","Trim66"
"10435","1700024G13Rik","LOC680885"
"10436","Vwa5b2","Vwa5b2"
"10437","Spred3","Spred3"
"10438","Gpr183","Gpr183"
"10439","Plk5","Plk5"
"10440","Ccser1","Ccser1"
"10441","Cyp26c1","Cyp26c1"
"10442","Prss41","Prss41"
"10443","Cfap65","Cfap65"
"10444","Lmod3","Lmod3"
"10445","Bclaf3","Bclaf3"
"10446","Tbc1d9b","Tbc1d9b"
"10447","Klhl14","Klhl14"
"10448","Nup210l","Nup210l"
"10449","Atp6ap1l","Atp6ap1l"
"10450","Ralgapa2","Ralgapa2"
"10451","Fam160b1","Fhip2a"
"10452","Tmem132b","Tmem132b"
"10453","Prss47","Prss47"
"10454","Nipal1","Nipal1"
"10455","Mettl11b","Mettl11b"
"10456","Fnip1","Fnip1"
"10457","Fbll1","Fbll1"
"10458","Soga3","LOC100363248"
"10459","Rnf157","Rnf157"
"10460","1700001L19Rik","RGD1308544"
"10461","Dennd3","Dennd3"
"10462","Shisal1","Shisal1"
"10463","Odf3b","Odf3b"
"10464","Gxylt1","Gxylt1"
"10465","Enpp4","Enpp4"
"10466","Taf4b","Taf4b"
"10467","Lipm","Lipm"
"10468","Kcnq5","Kcnq5"
"10469","Rc3h2","Rc3h2"
"10470","Dennd4b","Dennd4b"
"10471","Acnat1","Acnat2"
"10472","Acnat2","Acnat2"
"10473","Tmem269","Tmem269"
"10474","Mthfd2l","Mthfd2l"
"10475","Hectd4","Hectd4"
"10476","Lmod2","Lmod2"
"10477","Lmod2","LOC100909784"
"10478","Tepp","Tepp"
"10479","Isx","Isx"
"10480","Cep126","Cep126"
"10481","Satl1","Satl1"
"10482","Acsbg3","LOC316124"
"10483","Cdc42bpg","Cdc42bpg"
"10484","Rbm20","Rbm20"
"10485","Rasef","Rasef"
"10486","Aadacl3","Aadacl3"
"10487","Ankrd65","Ankrd65"
"10488","Olfr6","Olr223"
"10489","Arhgap42","Arhgap42"
"10490","Cntn5","Cntn5"
"10491","Ccdc15","Ccdc15"
"10492","Olfr149","Olr1315"
"10493","Arl5c","Arl5c"
"10494","Arhgef37","Arhgef37"
"10495","Tmem212","Tmem212"
"10496","Serpina11","Serpina11"
"10497","Ten1","Ten1"
"10498","Golga7b","Golga7b"
"10499","Fignl2","Fignl2"
"10500","Gm715","RGD1560171"
"10501","Olfr1396","Olr1383"
"10502","Olfr1396","Olr1384"
"10503","Olfr1396","Olr1385"
